gene	score	zlfc	RRA	RRA_Score_down	RRA_Score_down_adj	RRA_Score_up	RRA_Score_up_adj	essential ranking	enrich ranking
NPRL3	-0.104764117	-0.104807545	1	1	1	1	1	6854	10980
PRUNE2	-0.104715552	-0.104758979	1	1	1	1	1	6855	10979
TMEM164	-0.104704871	-0.104748298	1	1	1	0.660264039	1	6856	10978
NOS3	-0.104683194	-0.104726622	1	1	1	0.317728577	1	6857	10977
LY6G5C	-0.104677048	-0.104720475	1	1	1	1	1	6858	10976
MAP1LC3B2	-0.104339937	-0.104383365	1	1	1	1	1	6859	10975
CHCHD6	-0.104337234	-0.104380662	1	1	1	1	1	6860	10974
VWA1	-0.104292607	-0.104336034	1	1	1	1	1	6861	10973
MSH4	-0.104289099	-0.104332526	1	1	1	1	1	6862	10972
ZCCHC3	-0.104170649	-0.104214076	1	1	1	1	1	6863	10971
IL3	-0.104122886	-0.104166313	1	1	1	0.488766953	1	6864	10970
CDHR3	-0.103934636	-0.103978063	1	1	1	1	1	6865	10969
DCAF4	-0.103754856	-0.103798283	1	1	1	1	1	6866	10968
TMEM150B	-0.103625782	-0.082484795	0.952386904	0.952386904	1	1	1	6867	10967
PIK3CA	-0.103617823	-0.103661251	1	1	1	1	1	6868	10966
MAGEE2	-0.103585571	-0.103628998	1	1	1	1	1	6869	10965
NCEH1	-0.103552145	-0.103595572	1	1	1	1	1	6870	10964
BID	-0.103510818	-0.103554246	1	1	1	1	1	6871	10963
MTCH2	-0.103496251	-0.103539678	1	1	1	1	1	6872	10962
PRKG1	-0.103491585	-0.103535013	1	1	1	1	1	6873	10961
SLC41A2	-0.103459359	-0.103502786	1	1	1	1	1	6874	10960
TRIM23	-0.103228756	-0.103272183	1	1	1	1	1	6875	10959
SERPINA9	-0.103187822	-0.103231249	1	1	1	1	1	6876	10958
REG1B	-0.103136013	-0.103179441	1	1	1	1	1	6877	10957
RRP15	-0.103001848	-0.103045275	1	1	1	1	1	6878	10956
CYP2U1	-0.102798944	-0.102842371	1	1	1	1	1	6879	10955
LOC730183	-0.102692235	-0.102735662	1	1	1	1	1	6880	10954
WDR5	-0.102598616	-0.102642043	1	1	1	1	1	6881	10953
MLST8	-0.102362218	-0.102405646	1	1	1	1	1	6882	10952
AKAP6	-0.102325163	-0.10236859	1	1	1	1	1	6883	10951
CYLC2	-0.10221669	-0.102260117	1	1	1	1	1	6884	10950
aavs1_gene37	-0.102158645	-0.102202072	1	1	1	1	1	6885	10949
CAMTA1	-0.102129465	-0.102172892	1	1	1	1	1	6886	10948
TMEM241	-0.102046058	-0.102089485	1	1	1	0.978195453	1	6887	10947
NDST2	-0.102018074	-0.102061502	1	1	1	1	1	6888	10946
DSG2	-0.101912324	-0.101955751	1	1	1	1	1	6889	10945
PTPN11	-0.101696294	-0.101739721	1	1	1	0.783283327	1	6890	10944
CLIP4	-0.101672248	-0.101715675	1	1	1	1	1	6891	10943
GALNT11	-0.10145991	-0.048356323	0.884804519	0.884804519	1	1	1	6892	10942
KIAA1147	-0.101397313	-0.10144074	1	1	1	0.816617768	1	6893	10941
DPP10	-0.101377716	-0.101421143	1	1	1	0.846138452	1	6894	10940
TSSK4	-0.101293775	-0.101337202	1	1	1	1	1	6895	10939
ACBD4	-0.101239409	-0.101282836	1	1	1	1	1	6896	10938
RAB44	-0.101224866	-0.101268293	1	1	1	0.893505103	1	6897	10937
PPP1R17	-0.101048819	-0.101092246	1	1	1	1	1	6898	10936
CLDN6	-0.101039439	-0.101082866	1	1	1	1	1	6899	10935
STARD3NL	-0.101015736	-0.101059163	1	1	1	1	1	6900	10934
ZNF189	-0.101008645	-0.101052072	1	1	1	1	1	6901	10933
PYURF	-0.100899734	-0.100943162	1	1	1	1	1	6902	10932
UNC50	-0.100893299	-0.100936726	1	1	1	1	1	6903	10931
RAC2	-0.100828523	-0.100871951	1	1	1	1	1	6904	10930
TLX3	-0.100766953	-0.100810381	1	1	1	1	1	6905	10929
TIGD4	-0.100704798	-0.100748225	1	1	1	1	1	6906	10928
GRIK5	-0.10047969	-0.100523117	1	1	1	1	1	6907	10927
C10orf55	-0.100387778	-0.100431206	1	1	1	0.757535874	1	6908	10926
CMAS	-0.100293602	-0.100337029	1	1	1	1	1	6909	10925
SCRT2	-0.10002276	-0.100066187	1	1	1	1	1	6910	10924
GPR183	-0.100020321	-0.100063748	1	1	1	1	1	6911	10923
PRICKLE4	-0.099982125	-0.100025552	1	1	1	1	1	6912	10922
PAN3	-0.099945931	-0.099989358	1	1	1	1	1	6913	10921
TSC22D1	-0.099931372	-0.099974799	1	1	1	1	1	6914	10920
SLC6A8	-0.09986999	-0.099913417	1	1	1	1	1	6915	10919
CHGB	-0.099841114	-0.099884542	1	1	1	1	1	6916	10918
RTBDN	-0.099770074	-0.099813501	1	1	1	1	1	6917	10917
C3orf62	-0.099711888	-0.099755316	1	1	1	1	1	6918	10916
EEF1E1	-0.099707928	-0.099751355	1	1	1	1	1	6919	10915
FAM96A	-0.099701829	-0.099745256	1	1	1	1	1	6920	10914
GPR142	-0.099647391	-0.02673119	0.84534196	0.84534196	1	1	1	6921	10913
DQX1	-0.09963791	-0.099681337	1	1	1	1	1	6922	10912
UQCC1	-0.099489403	-0.011424322	0.816360013	0.816360013	1	1	1	6923	10911
GRK4	-0.099411429	-0.099454856	1	1	1	1	1	6924	10910
TRADD	-0.099367623	-0.099411051	1	1	1	1	1	6925	10909
HS3ST5	-0.099302888	-0.099346315	1	1	1	1	1	6926	10908
STOX2	-0.099066217	-0.099109644	1	1	1	1	1	6927	10907
C11orf65	-0.098984462	-0.099027889	1	1	1	1	1	6928	10906
B3GNT4	-0.09891814	-0.098961568	1	1	1	1	1	6929	10905
MYO3B	-0.09890409	-0.098947518	1	1	1	1	1	6930	10904
LBR	-0.09889274	-0.098936168	1	1	1	1	1	6931	10903
SLC7A9	-0.098720965	-0.098764392	1	1	1	1	1	6932	10902
CD164L2	-0.098719423	-0.09876285	1	1	1	1	1	6933	10901
VCX	-0.098679795	-0.098723223	1	1	1	1	1	6934	10900
TEX19	-0.098677626	-0.098721053	1	1	1	1	1	6935	10899
KCNE4	-0.098666481	-0.098709908	1	1	1	1	1	6936	10898
NCR1	-0.098593892	-0.098637319	1	1	1	1	1	6937	10897
IP6K1	-0.098591559	-0.098634986	1	1	1	1	1	6938	10896
KLHL12	-0.098589827	-0.098633254	1	1	1	1	1	6939	10895
MAPK8	-0.098391628	-0.098435055	1	1	1	1	1	6940	10894
GRAP2	-0.098368335	-0.098411762	1	1	1	1	1	6941	10893
NAA35	-0.098365332	-0.098408759	1	1	1	1	1	6942	10892
TRPV3	-0.098362386	-0.098405814	1	1	1	0.409561532	1	6943	10891
aavs1_gene24	-0.098361526	-0.098404953	1	1	1	1	1	6944	10890
HOXD4	-0.098223584	-0.098267011	1	1	1	1	1	6945	10889
CLDN14	-0.098103509	-0.098146936	1	1	1	0.945746175	1	6946	10888
TM6SF2	-0.09770185	-0.097745277	1	1	1	1	1	6947	10887
PFDN1	-0.097667919	-0.097711346	1	1	1	1	1	6948	10886
ADH4	-0.09757246	-0.097615888	1	1	1	1	1	6949	10885
PHYHD1	-0.097559567	-0.097602994	1	1	1	1	1	6950	10884
NBL1	-0.097459421	-0.097502849	1	1	1	1	1	6951	10883
SLC5A10	-0.097339779	-0.093124662	0.990241281	0.990241281	1	1	1	6952	10882
aavs1_gene132	-0.097279372	-0.097322799	1	1	1	1	1	6953	10881
GLO1	-0.09706993	-0.097113357	1	1	1	1	1	6954	10880
HOXA5	-0.09695592	-0.096999347	1	1	1	1	1	6955	10879
PEAR1	-0.096919116	-0.096962543	1	1	1	1	1	6956	10878
TTLL9	-0.096881576	-0.096925003	1	1	1	1	1	6957	10877
TOP1MT	-0.096688204	-0.096731631	1	1	1	1	1	6958	10876
ST3GAL6	-0.096653552	-0.09669698	1	1	1	1	1	6959	10875
PTP4A2	-0.096469317	-0.096512744	1	1	1	1	1	6960	10874
FGL1	-0.096393369	-0.096436796	1	1	1	1	1	6961	10873
SERPINB2	-0.096373494	-0.001609178	0.8038623	0.8038623	1	1	1	6962	10872
C8orf37	-0.096232237	-0.096275664	1	1	1	1	1	6963	10871
BPI	-0.096195764	-0.096239192	1	1	1	1	1	6964	10870
TXN	-0.096143805	-0.096187232	1	1	1	1	1	6965	10869
CHODL	-0.096090578	-0.096134005	1	1	1	1	1	6966	10868
KDM4C	-0.096063511	-0.096106938	1	1	1	1	1	6967	10867
ZBTB38	-0.095705591	-0.095749019	1	1	1	1	1	6968	10866
GRTP1	-0.095486471	-0.095529898	1	1	1	0.748318376	1	6969	10865
TNRC6C	-0.095459495	-0.095502922	1	1	1	1	1	6970	10864
FOXI3	-0.095402928	-0.095446355	1	1	1	1	1	6971	10863
ADD2	-0.095394912	-0.095438339	1	1	1	1	1	6972	10862
SLC22A4	-0.095356151	-0.095399579	1	1	1	0.923838189	1	6973	10861
EMC6	-0.095294476	-0.095337903	1	1	1	1	1	6974	10860
CAAP1	-0.095142352	-0.09518578	1	1	1	1	1	6975	10859
PIGZ	-0.095013019	-0.076673833	0.958551627	0.958551627	1	1	1	6976	10858
MTAP	-0.094992777	-0.095036204	1	1	1	0.750110324	1	6977	10857
NOD2	-0.0947821	-0.094825528	1	1	1	1	1	6978	10856
SETDB2	-0.094782061	-0.094825488	1	1	1	1	1	6979	10855
TMEM132C	-0.09471219	-0.094755618	1	1	1	1	1	6980	10854
SMPD3	-0.094520875	-0.094564302	1	1	1	1	1	6981	10853
aavs1_gene15	-0.094519184	-0.094562612	1	1	1	0.636111603	1	6982	10852
ARL6IP4	-0.094481797	-0.094525225	1	1	1	1	1	6983	10851
LONRF2	-0.094384359	-0.094427786	1	1	1	1	1	6984	10850
KCNJ11	-0.094242416	-0.094285844	1	1	1	1	1	6985	10849
KLHL2	-0.094225106	-0.094268533	1	1	1	1	1	6986	10848
CEMIP	-0.094215314	-0.094258742	1	1	1	1	1	6987	10847
PHLDB2	-0.094180874	-0.094224301	1	1	1	0.572950537	1	6988	10846
OR10T2	-0.094117152	-0.07105734	0.948187854	0.948187854	1	0.625553805	1	6989	10845
SPTSSB	-0.094014408	-0.094057835	1	1	1	1	1	6990	10844
DNAJB13	-0.093983295	-0.094026722	1	1	1	0.551336036	1	6991	10843
GLI1	-0.093940924	-0.093984352	1	1	1	1	1	6992	10842
LZIC	-0.093827082	-0.093870509	1	1	1	1	1	6993	10841
SPTY2D1	-0.093790255	-0.093833682	1	1	1	0.569282553	1	6994	10840
C5orf15	-0.093731016	-0.093774443	1	1	1	0.88289597	1	6995	10839
TBRG4	-0.093606572	-0.093649999	1	1	1	1	1	6996	10838
IL22RA2	-0.093127228	-0.093170655	1	1	1	1	1	6997	10837
C10orf54	-0.092906546	-0.092949973	1	1	1	1	1	6998	10836
DCDC2	-0.092897762	-0.092941189	1	1	1	1	1	6999	10835
ZNF878	-0.092883385	-0.092926813	1	1	1	1	1	7000	10834
aavs1_gene72	-0.092814968	-0.092858395	1	1	1	0.889037293	1	7001	10833
BMX	-0.092770576	-0.092814003	1	1	1	0.933347761	1	7002	10832
HIGD1C	-0.092663402	-0.09270683	1	1	1	1	1	7003	10831
HSD17B13	-0.092635625	-0.092679052	1	1	1	1	1	7004	10830
SPPL2C	-0.092592781	-0.092636208	1	1	1	1	1	7005	10829
TPRA1	-0.092578069	-0.092621497	1	1	1	1	1	7006	10828
SYNE2	-0.092472548	-0.092515975	1	1	1	1	1	7007	10827
TFAP2E	-0.092425978	-0.092469405	1	1	1	1	1	7008	10826
TNNI3K	-0.092425898	-0.092469326	1	1	1	1	1	7009	10825
TDRD12	-0.092382097	-0.006525163	0.820521829	0.820521829	1	0.718779898	1	7010	10824
SLC45A2	-0.092296993	-0.09234042	1	1	1	1	1	7011	10823
CMTM8	-0.092279097	-0.092322524	1	1	1	1	1	7012	10822
CHRNA9	-0.09226763	-0.092311057	1	1	1	1	1	7013	10821
ADIRF	-0.092254282	-0.092297709	1	1	1	1	1	7014	10820
KRTAP6-1	-0.092243122	-0.092286549	1	1	1	1	1	7015	10819
ZNF785	-0.092128285	-0.092171713	1	1	1	1	1	7016	10818
GPR88	-0.091902175	-0.091945602	1	1	1	1	1	7017	10817
DNAJC25	-0.091839105	-0.091882532	1	1	1	1	1	7018	10816
SLC16A9	-0.091783171	-0.091826598	1	1	1	1	1	7019	10815
PQLC2L	-0.091758655	-0.091802082	1	1	1	1	1	7020	10814
AKAP7	-0.091724835	-0.091768262	1	1	1	1	1	7021	10813
LMBR1	-0.091712858	-0.091756286	1	1	1	1	1	7022	10812
RAP1B	-0.091572815	-0.091616242	1	1	1	1	1	7023	10811
RBPMS2	-0.091536779	-0.091580207	1	1	1	1	1	7024	10810
SLC6A19	-0.09142215	-0.091465577	1	1	1	1	1	7025	10809
CD79A	-0.091360378	-0.091403805	1	1	1	1	1	7026	10808
ZNF14	-0.091344135	-0.049485223	0.908015498	0.908015498	1	0.997876984	1	7027	10807
ABCD2	-0.091326671	-0.091370099	1	1	1	1	1	7028	10806
STON2	-0.091301644	-0.091345071	1	1	1	1	1	7029	10805
TERT	-0.091205093	-0.091248521	1	1	1	0.622451209	1	7030	10804
DEFB127	-0.091163376	-0.091206804	1	1	1	0.559544239	1	7031	10803
PRKCQ	-0.091120161	-0.091163588	1	1	1	1	1	7032	10802
ZNF157	-0.091059148	-0.091102576	1	1	1	1	1	7033	10801
ATG10	-0.091045388	-0.091088816	1	1	1	1	1	7034	10800
MORC1	-0.090906623	-0.09095005	1	1	1	1	1	7035	10799
LOC554223	-0.090803873	-0.090847301	1	1	1	1	1	7036	10798
GALNT14	-0.09068097	-0.090724398	1	1	1	1	1	7037	10797
GRHL1	-0.090552337	-0.090595765	1	1	1	0.58390255	1	7038	10796
TSHZ2	-0.090460369	-0.090503796	1	1	1	1	1	7039	10795
CHRNB1	-0.090315128	-0.090358555	1	1	1	1	1	7040	10794
ACP2	-0.090275738	-0.090319165	1	1	1	1	1	7041	10793
RNF149	-0.090251626	-0.090295053	1	1	1	0.961290856	1	7042	10792
ERBB3	-0.090174919	-0.090218346	1	1	1	1	1	7043	10791
EFCAB12	-0.090126053	-0.09016948	1	1	1	1	1	7044	10790
VAMP7	-0.090110645	-0.090154073	1	1	1	1	1	7045	10789
FARP1	-0.090066202	-0.090109629	1	1	1	1	1	7046	10788
PSG7	-0.089958809	-0.090002236	1	1	1	1	1	7047	10787
CYP2C9	-0.08986047	-0.089903897	1	1	1	1	1	7048	10786
RAP2C	-0.089842274	-0.089885701	1	1	1	1	1	7049	10785
SLURP1	-0.089707842	-0.08975127	1	1	1	1	1	7050	10784
CTNNAL1	-0.089676709	-0.089720136	1	1	1	1	1	7051	10783
TMEM218	-0.089659608	-0.089703035	1	1	1	1	1	7052	10782
OGG1	-0.089616019	-0.089659446	1	1	1	1	1	7053	10781
GALNT6	-0.089604725	-0.059604675	0.933154193	0.933154193	1	1	1	7054	10780
HOXB7	-0.089561606	-0.089605034	1	1	1	1	1	7055	10779
SLC1A6	-0.089535839	-0.089579266	1	1	1	1	1	7056	10778
KCNK10	-0.089516153	-0.08955958	1	1	1	1	1	7057	10777
KIF5A	-0.089369746	-0.089413173	1	1	1	1	1	7058	10776
OLFM3	-0.089338737	-0.089382164	1	1	1	1	1	7059	10775
PHF10	-0.089322094	-0.089365521	1	1	1	1	1	7060	10774
PYROXD2	-0.089162248	-0.089205675	1	1	1	0.947189044	1	7061	10773
SLC37A3	-0.089144449	-0.089187876	1	1	1	1	1	7062	10772
C2orf74	-0.08913915	-0.040390732	0.893723115	0.893723115	1	0.198335687	1	7063	10771
BTBD19	-0.08890262	-0.088946048	1	1	1	1	1	7064	10770
ATG4A	-0.08877054	-0.088813967	1	1	1	1	1	7065	10769
EFR3B	-0.088750496	-0.088793923	1	1	1	1	1	7066	10768
NXNL1	-0.088546696	-0.088590123	1	1	1	1	1	7067	10767
KLHL4	-0.088331287	-0.088374715	1	1	1	1	1	7068	10766
CTBP1	-0.088244963	-0.08828839	1	1	1	1	1	7069	10765
BTBD17	-0.088166315	-0.088209742	1	1	1	1	1	7070	10764
IRGM	-0.088114649	-0.088158076	1	1	1	1	1	7071	10763
PRSS56	-0.088018797	-0.088062224	1	1	1	1	1	7072	10762
negCon_gene29	-0.087988912	-0.088032339	1	1	1	1	1	7073	10761
SLC35G5	-0.087951575	-0.087995002	1	1	1	1	1	7074	10760
ABRACL	-0.087861844	-0.087905271	1	1	1	1	1	7075	10759
RHBDF2	-0.087764507	-0.087807935	1	1	1	1	1	7076	10758
NUCB2	-0.087723985	-0.087767413	1	1	1	1	1	7077	10757
KIF2B	-0.0876374	-0.087680828	1	1	1	0.765525901	1	7078	10756
PLD6	-0.08760734	-0.087650767	1	1	1	1	1	7079	10755
ZNF346	-0.087594835	-0.087638263	1	1	1	1	1	7080	10754
PHLDB3	-0.087573614	-0.087617041	1	1	1	1	1	7081	10753
MPHOSPH9	-0.087502702	-0.087546129	1	1	1	1	1	7082	10752
NIT1	-0.087470916	-0.087514344	1	1	1	0.869138749	1	7083	10751
ACAT2	-0.087416222	-0.087459649	1	1	1	1	1	7084	10750
ZNF589	-0.087210711	-0.087254138	1	1	1	0.717204993	1	7085	10749
RNPEP	-0.087078513	-0.087121941	1	1	1	0.787653918	1	7086	10748
GLRX	-0.086826895	-0.086870322	1	1	1	1	1	7087	10747
RFK	-0.086815768	-0.086859196	1	1	1	1	1	7088	10746
RPS7	-0.086812222	-0.086855649	1	1	1	1	1	7089	10745
DUOXA2	-0.086696992	-0.086740419	1	1	1	1	1	7090	10744
AXIN2	-0.086650734	-0.086694161	1	1	1	1	1	7091	10743
HIGD2A	-0.086531805	-0.086575232	1	1	1	1	1	7092	10742
PITPNB	-0.086442139	-0.086485566	1	1	1	1	1	7093	10741
TMTC2	-0.086425104	-0.086468531	1	1	1	1	1	7094	10740
ARMCX1	-0.086379348	-0.086422775	1	1	1	0.525701264	1	7095	10739
EPX	-0.086344136	-0.086387563	1	1	1	1	1	7096	10738
SNX2	-0.086309936	-0.086353363	1	1	1	1	1	7097	10737
HSPBP1	-0.086256664	-0.086300092	1	1	1	1	1	7098	10736
OAT	-0.086216658	-0.086260085	1	1	1	1	1	7099	10735
MYL2	-0.08616219	-0.086205617	1	1	1	1	1	7100	10734
SYT17	-0.086121836	-0.086165263	1	1	1	1	1	7101	10733
SLAIN2	-0.085909903	-0.08595333	1	1	1	1	1	7102	10732
CROCC	-0.085905278	-0.085948705	1	1	1	1	1	7103	10731
TFEC	-0.085883499	-0.085926926	1	1	1	0.799877408	1	7104	10730
NID2	-0.08580299	-0.031685587	0.88274121	0.88274121	1	1	1	7105	10729
IRAK2	-0.085766096	-0.085809523	1	1	1	1	1	7106	10728
ZNF2	-0.08574547	-0.085788898	1	1	1	1	1	7107	10727
EIF2D	-0.085565578	-0.085609006	1	1	1	0.836347978	1	7108	10726
negCon_gene67	-0.085539582	-0.08558301	1	1	1	1	1	7109	10725
PSMA8	-0.085311548	-0.085354975	1	1	1	1	1	7110	10724
ZNF740	-0.085227711	-0.085271138	1	1	1	1	1	7111	10723
XAGE2	-0.085004049	-0.067393577	0.960161524	0.960161524	1	1	1	7112	10722
PRR35	-0.084985982	-0.085029409	1	1	1	1	1	7113	10721
HLA-DRA	-0.084973121	-0.085016548	1	1	1	1	1	7114	10720
LNX1	-0.08489367	-0.084937098	1	1	1	1	1	7115	10719
KIAA1551	-0.084784917	-0.084828345	1	1	1	1	1	7116	10718
PRADC1	-0.08477453	-0.084817957	1	1	1	1	1	7117	10717
AMMECR1	-0.084705892	-0.08474932	1	1	1	1	1	7118	10716
PPP1R3E	-0.084650737	-0.084694165	1	1	1	1	1	7119	10715
AIF1	-0.084644906	-0.084688333	1	1	1	1	1	7120	10714
ZNF79	-0.084571197	-0.084614624	1	1	1	1	1	7121	10713
LRRIQ3	-0.084460909	-0.084504336	1	1	1	1	1	7122	10712
DCBLD2	-0.084337248	-0.084380675	1	1	1	1	1	7123	10711
ACTL6B	-0.084326631	-0.084370058	1	1	1	1	1	7124	10710
RAPGEF3	-0.084167575	-0.084211002	1	1	1	1	1	7125	10709
KCNN2	-0.084082963	-0.084126391	1	1	1	1	1	7126	10708
YJEFN3	-0.084021458	-0.084064885	1	1	1	1	1	7127	10707
OR7G1	-0.083997123	-0.084040551	1	1	1	1	1	7128	10706
ATP1A4	-0.08396432	-0.084007747	1	1	1	1	1	7129	10705
REPIN1	-0.083824343	-0.08386777	1	1	1	1	1	7130	10704
C1orf168	-0.083795467	-0.083838894	1	1	1	1	1	7131	10703
ZNF470	-0.083770327	-0.083813755	1	1	1	1	1	7132	10702
TMF1	-0.083736945	-0.083780373	1	1	1	1	1	7133	10701
SPATA33	-0.083626738	-0.083670165	1	1	1	1	1	7134	10700
AFF4	-0.083623202	-0.083666629	1	1	1	1	1	7135	10699
NPL	-0.083263158	-0.083306585	1	1	1	1	1	7136	10698
CLECL1	-0.083179119	-0.083222547	1	1	1	1	1	7137	10697
FNBP1L	-0.083149362	-0.08319279	1	1	1	1	1	7138	10696
USF2	-0.08298611	-0.083029538	1	1	1	1	1	7139	10695
STPG1	-0.082743225	-0.082786652	1	1	1	0.883030075	1	7140	10694
TSPAN9	-0.082715681	-0.082759108	1	1	1	1	1	7141	10693
TBX4	-0.082625571	-0.082668998	1	1	1	1	1	7142	10692
DOC2B	-0.082562345	-0.051210585	0.930254022	0.930254022	1	0.909690077	1	7143	10691
SPATA18	-0.082560934	-0.082604361	1	1	1	1	1	7144	10690
CAPNS2	-0.082422984	-0.082466411	1	1	1	1	1	7145	10689
negCon_gene49	-0.082336194	-0.082379621	1	1	1	1	1	7146	10688
CYP2A7	-0.082315561	-0.082358988	1	1	1	1	1	7147	10687
LIPT1	-0.082244233	-0.043021996	0.913545591	0.913545591	1	1	1	7148	10686
C5orf67	-0.082235419	-0.082278846	1	1	1	1	1	7149	10685
GDPD4	-0.082206178	-0.082249605	1	1	1	1	1	7150	10684
C14orf79	-0.082153201	-0.082196628	1	1	1	1	1	7151	10683
TMEM244	-0.082095002	-0.082138429	1	1	1	1	1	7152	10682
FPR3	-0.082068995	-0.082112422	1	1	1	1	1	7153	10681
MRPL48	-0.082032696	-0.082076123	1	1	1	0.344906957	1	7154	10680
PPP2R1B	-0.081987524	-0.0688705	0.970148491	0.970148491	1	1	1	7155	10679
HORMAD2	-0.081709145	-0.081752572	1	1	1	1	1	7156	10678
GATS	-0.081705384	-0.081748811	1	1	1	1	1	7157	10677
RDH8	-0.081674356	-0.081717783	1	1	1	1	1	7158	10676
SPTBN4	-0.081649468	-0.081692896	1	1	1	1	1	7159	10675
HORMAD1	-0.081567708	-0.081611135	1	1	1	0.519311061	1	7160	10674
PCDHA9	-0.081520141	-0.035603866	0.899571007	0.899571007	1	1	1	7161	10673
aavs1_gene5	-0.081483914	-0.081527341	1	1	1	0.524365006	1	7162	10672
ALDH1L1	-0.08146514	-0.081508567	1	1	1	1	1	7163	10671
AGTR2	-0.081434654	-0.081478082	1	1	1	1	1	7164	10670
HPRT1	-0.081241811	-0.081285239	1	1	1	1	1	7165	10669
CHRNA2	-0.081159839	-0.081203267	1	1	1	1	1	7166	10668
aavs1_gene21	-0.081158015	-0.081201442	1	1	1	1	1	7167	10667
SEC16B	-0.081128878	-0.081172305	1	1	1	1	1	7168	10666
SLFN12	-0.081113003	-0.081156431	1	1	1	1	1	7169	10665
CREBL2	-0.081090186	-0.081133614	1	1	1	1	1	7170	10664
HNRNPA3	-0.080979589	-0.081023017	1	1	1	1	1	7171	10663
PCGF5	-0.08096115	-0.081004577	1	1	1	1	1	7172	10662
NUMB	-0.080894564	-0.080937992	1	1	1	1	1	7173	10661
FUT10	-0.080858261	-0.080901688	1	1	1	1	1	7174	10660
PARL	-0.080686868	-0.080730296	1	1	1	1	1	7175	10659
CD40	-0.080617887	-0.080661314	1	1	1	1	1	7176	10658
VDAC2	-0.080408709	-0.080452136	1	1	1	1	1	7177	10657
ARNTL2	-0.080384124	-0.080427552	1	1	1	1	1	7178	10656
PCDHB3	-0.080356217	-0.080399644	1	1	1	0.716185096	1	7179	10655
MS4A2	-0.080188191	-0.080231618	1	1	1	1	1	7180	10654
NKX1-2	-0.080184692	-0.08022812	1	1	1	1	1	7181	10653
TES	-0.079911798	-0.079955226	1	1	1	1	1	7182	10652
TMEM123	-0.079891712	-0.079935139	1	1	1	1	1	7183	10651
WASL	-0.079775523	-0.07981895	1	1	1	1	1	7184	10650
CCDC47	-0.079627631	-0.079671058	1	1	1	1	1	7185	10649
CLEC4F	-0.079497188	-0.079540615	1	1	1	1	1	7186	10648
CFAP69	-0.079392183	-0.07943561	1	1	1	1	1	7187	10647
PDZD11	-0.079310169	-0.079353597	1	1	1	1	1	7188	10646
C12orf29	-0.079129777	-0.059306656	0.955281613	0.955281613	1	0.648209839	1	7189	10645
GPR107	-0.079109866	-0.079153293	1	1	1	1	1	7190	10644
CETN2	-0.079034985	-0.079078412	1	1	1	0.210920978	1	7191	10643
PEX1	-0.079026108	-0.079069535	1	1	1	1	1	7192	10642
PODXL	-0.078920659	-0.078964086	1	1	1	1	1	7193	10641
GPM6A	-0.078775082	-0.078818509	1	1	1	1	1	7194	10640
CAPN15	-0.078597683	-0.07864111	1	1	1	1	1	7195	10639
DHRS9	-0.078597465	-0.078640892	1	1	1	1	1	7196	10638
SNN	-0.078291035	-0.078334462	1	1	1	1	1	7197	10637
SPINK14	-0.078201587	-0.078245014	1	1	1	1	1	7198	10636
S100A14	-0.078098181	-0.078141608	1	1	1	1	1	7199	10635
SFTA2	-0.078086731	-0.078130158	1	1	1	1	1	7200	10634
UBE2G2	-0.078020923	-0.078064351	1	1	1	1	1	7201	10633
CHST3	-0.077951801	-0.077995228	1	1	1	0.359689021	1	7202	10632
DPYD	-0.07789285	-0.077936277	1	1	1	1	1	7203	10631
DDX28	-0.077876884	-0.077920311	1	1	1	1	1	7204	10630
NEURL3	-0.077815256	-0.077858683	1	1	1	1	1	7205	10629
GFRA2	-0.077580791	-0.077624219	1	1	1	1	1	7206	10628
AP2B1	-0.077540324	-0.077583751	1	1	1	1	1	7207	10627
IRAK3	-0.077474199	-0.077517626	1	1	1	1	1	7208	10626
TEX14	-0.077361023	-0.077404451	1	1	1	1	1	7209	10625
CTSK	-0.077292716	-0.077336143	1	1	1	1	1	7210	10624
VCPIP1	-0.077178775	-0.036005396	0.909450088	0.909450088	1	1	1	7211	10623
CALD1	-0.076754892	-0.076798319	1	1	1	1	1	7212	10622
EMX2	-0.076436211	-0.076479638	1	1	1	1	1	7213	10621
SMCO3	-0.076420809	-0.076464236	1	1	1	1	1	7214	10620
ALX4	-0.076188778	-0.076232205	1	1	1	0.948633931	1	7215	10619
IRF8	-0.076023084	-0.076066511	1	1	1	1	1	7216	10618
POU4F2	-0.076015087	-0.076058514	1	1	1	1	1	7217	10617
KRTAP22-1	-0.075932695	-0.075976122	1	1	1	0.878991955	1	7218	10616
RAB7B	-0.075861856	-0.075905283	1	1	1	1	1	7219	10615
AREG	-0.07566828	-0.075711707	1	1	1	1	1	7220	10614
ALOX5	-0.075663265	-0.075706693	1	1	1	1	1	7221	10613
HEPACAM2	-0.075634075	-0.075677502	1	1	1	1	1	7222	10612
PRKAG3	-0.075586947	-0.032237899	0.904904945	0.904904945	1	0.654882168	1	7223	10611
TTC3	-0.075573188	-0.075616615	1	1	1	1	1	7224	10610
IP6K3	-0.075567687	-0.075611114	1	1	1	1	1	7225	10609
SCPEP1	-0.07546314	-0.075506568	1	1	1	1	1	7226	10608
negCon_gene136	-0.075458263	-0.07550169	1	1	1	1	1	7227	10607
IL17REL	-0.075440492	-0.075483919	1	1	1	1	1	7228	10606
HELLS	-0.075402399	-0.075445826	1	1	1	1	1	7229	10605
